Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-07-27,1605.06,1608.7,1605.05,1608.7,nan,nan,,,,
2026-07-28,1609.02,1609.14,1609.0,1609.14,nan,nan,,,,
2026-07-29,1609.46,1609.46,1608.42,1608.42,nan,nan,,,,
2026-07-30,1608.73,1608.73,1607.0,1607.0,nan,nan,,,,
2026-07-31,1607.32,1609.33,1607.31,1609.33,nan,nan,,,,
2026-08-03,1610.27,1610.27,1609.54,1609.54,nan,nan,,,,
2026-08-04,1609.86,1610.08,1609.78,1610.08,nan,nan,,,,
2026-08-05,1610.4,1610.94,1610.38,1610.94,nan,nan,,,,
2026-08-06,1611.26,1612.72,1611.24,1612.72,nan,nan,,,,
2026-08-07,1613.03,1613.07,1612.66,1612.66,nan,nan,,,,
2026-08-10,1613.6,1614.32,1613.42,1614.32,nan,nan,,,,
2026-08-11,1614.64,1615.26,1614.6,1615.26,nan,nan,,,,
2026-08-12,1615.58,1615.59,1614.98,1614.98,nan,nan,,,,
2026-08-13,1615.3,1615.3,1614.75,1614.75,nan,nan,,,,
2026-08-14,1615.07,1615.12,1614.4,1615.12,nan,nan,,,,
2026-08-17,1616.05,1616.05,1613.6,1613.6,nan,nan,,,,
2026-08-18,1613.92,1613.92,1612.29,1612.29,nan,nan,,,,
2026-08-19,1612.61,1612.61,1612.52,1612.53,nan,nan,,,,
2026-08-20,1612.85,1612.85,1610.17,1610.17,nan,nan,,,,
2026-08-21,1610.49,1610.69,1607.14,1607.14,nan,nan,,,,
2026-08-24,1608.09,1608.09,1607.14,1607.14,nan,nan,,,,
2026-08-25,1607.46,1607.65,1607.13,1607.65,nan,nan,,,,
2026-08-26,1608.28,1608.28,1607.96,1607.96,nan,nan,,,,
2026-08-27,1608.28,1608.28,1606.67,1606.67,nan,nan,,,,
2026-08-28,1606.99,1607.0,1605.88,1605.88,nan,nan,,,,
2026-08-31,1606.84,1606.93,1605.21,1605.21,nan,nan,,,,
